date,timepoint,wheat,sensor,variety,rep_var,rep_pic,vi,max,mean,median,std,p95,p90,p85,min_air_temp,air_temp,max_air_temp,dewpoint,rel_humidity,soil_temp_2_in,min_soil_temp_8_in,avg_soil_temp_8_in,soil_wp_8_in,precip,solar_rad,et_grass,et_alfalfa
2022-06-11,13,spring,AG13,7,1,2,cigreen,8.35211,5.76219,5.79259,0.36528,6.30896,6.17344,6.09826,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,11,1,2,cigreen,10.19778,5.75942,5.76158,0.38111,6.34743,6.19044,6.09826,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,9,1,2,evi2,0.7659,0.33151,0.32773,0.04777,0.4068,0.3785,0.36726,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,7,1,2,evi2,0.7659,0.3093,0.30498,0.04465,0.3785,0.35862,0.34764,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,11,1,2,evi2,0.7659,0.30419,0.30192,0.04508,0.37406,0.35405,0.34234,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,9,1,2,gndvi0,0.49134,0.3954,0.39685,0.02557,0.43411,0.42656,0.42047,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,7,1,2,gndvi0,0.53182,0.40491,0.40765,0.02304,0.43773,0.43014,0.42584,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,11,1,2,gndvi0,0.59329,0.40468,0.40574,0.0235,0.43985,0.4311,0.42584,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,9,1,2,gndvi,2.66278,2.1413,2.14029,0.13328,2.35967,2.31252,2.27949,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,7,1,2,gndvi,2.96974,2.17856,2.18147,0.12326,2.37944,2.32791,2.29709,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
